item_code,quantity,cost_price,description
12356,1,170.00,"BLACK SLANT: 2-0X1-0X1-6 POL3 FLAT TOP  (POLISHED FACE /2"" POLISHED FLAT TOP NOSE/ POLISHED BACK/ 3"" ROCK PITCH BOTTOM NOSEAND ENDS)"
12384,1,149.00,BLACK BASE: 3-2X1-0X0-8 PT/ 2' POL MRG/ BRP
12528,1,151.00,"INDIA RED BASE: 2-4X1-0X0-8 PT/ POLISHED BEVEL FRONT/ 2"" ROCK PITCH FRONT NOSE / SAWN BACK/BRP"
12592,1,154.00,"CATS EYE BASE:2-0X1-3X0-6 POL TOP (10"" BED)/ POL BEVEL/2"" ROCK PITCH, FRONT NOSE/ BRP"
12628,1,446.00,BLACK DIE: 3-6X0-10X2-6 POL 5 SERP TOP
12671,1,173.00,"CAPPUCCINO BASE: 2-4X1-0X0-8 PT, SAWN BACK, BRP, 2"" POL MRG ON 3 RP ENDS"
12672,1,440.00,"CAPPUCCINO DIE: 1-10X0-8X2-4 POL3, SERP, ENDS ROCK PITCH"
12673,1,210.00,"CAPPUCCINO BASE: 2-4X1-0X0-8 POL TOP, POL FRONT BEVEL, SAWN BACK BRP WITH 5.5"" RP FRONT NOSE PER DRAWING"
12676,1,105.50,"CAPPUCCINO BASE: 2-0X1-0X0-6 PT, BRP"
12743,1,248.00,"BLACK DIE: 1-10X0-8X2-8 ALL POL OPEN BOOK TOP WITH 4"" BEVEL PER TEMPLATE J-1012"
12768,1,269.00,CATS EYE BASE: 4-0X1-2X1-0 PT/ SB/  BRP
12800,1,211.00,ROYAL MAHOGANY DIE: 1-10X0-8X2-4 POL2 SERP TOP BRP
12824,1,46.00,"GREY MARKER FOR BRONZE PLAQUES: 2-4X1-6X0-4 PT BRP  W/ FOUR 1"" dia. Thru Holes & ONE 6"" dia vasehole as per template"
12845,1,60.50,SELECT GREY BASE: 3-0X1-0X0-6 PT SB BRP
13003,1,142.00,BLUE PEARL BASE: 2-0X1-0X0-8 PT/SAWN BACK/BRP
13055,1,113.00,STRAWBERRY RED MARKER FOR BRONZE PLAQUES:2-4X1-6X0-4 PT / BRP
13056,1,284.00,"BLACK WESTERN SLANT: 3-0X1-0X1-6 ALL POLISHED FLAT TOP 3"" TOP NOSE / NO FRONT NOSE"
13080,1,413.00,BLACK DIE: 3-8X0-8X2-6 POL 5 SERP TOP
13103,1,260.00,BLACK DIE: 2-0X0-8X2-6 ALL POLISHED ANTON WITHOUT CHAMFERS (AS PER DIAGRAM)
13155,1,217.00,ROYAL PINK DIE: 2-6X0-8X2-2 POL 3 SERP TOP ( POLISHED FRONT BACK AND TOP / ROCK PITCH ENDS)
13168,1,775.00,BLACK DIE:4-0X0-8X2-10 ALL POLISHED WITH CARVED ROSES AND BUTTERFLY (AS PER PICTURE / TEMPLATE)
13177,1,156.00,"BLACK BASE: 2-10X1-2X0-8 PT BRP 2"" POL MARGIN"
13291,1,42.50,CAPPUCCINO TURNED VASE: 0-4X0-4X0-10 ALL POL WITH SIDE DRAIN-HOLE
13299,1,80.00,"INDIA RED BALL: 0-8 DIA X 0-8 ALL POLISHED BALL WITH 1"" X1""  DOWEL HOLE (AS PER DIAGRAM)"
13418,1,230.00,STRAWBERRY RED DIE: 1-10X0-8X2-4 POL 5 OVAL TOP
13454,1,82.00,BLACK DIE: 1-4X0-6X1-8 POL 2 SERP TOP ( POLISHED FRONT AND BACK/ ROCK PITCH TOP AND ENDS)
13455,1,32.00,BLACK MARKER: 1-8X1-0X0-4 PT / BRP
13461,1,330.00,BLACK DIE: 2-0X0-8X2-8 ALL POLISHED TEARDROP (AS PER DIAGRAM)
13489,1,198.00,"INDIA RED SLANT: 2-0X1-0X1-6 POL 1 SERP TOP ( POLISHED FACE / 2"" TOP 3"" BOTTOM ROCK PITCH NOSE / ROCK PITCH ENDS / SAWN BACK"
13537,1,166.00,"INDIA RED SLANT: 2-0X1-0X1-4 POL 2 SERP TOP (2"" POLISHED TOP NOSE AND FACE/ 4"" ROCK PITCH FRONT NOSE/ ROCK PITCH ENDS/ SMOOTH BACK)"
13600,1,132.00,"STRAWBERRY RED SLANT: 2-0X1-0X1-0 POL 1 FLAT TOP ( POLISHED FACE / 2"" TOP 3"" BOTTOM NOSING ROCK PITCH / ROCK PITCH ENDS / SAWN BACK"
13606,1,60.00,"LIGHT GREY MARKER  FOR BRONZE PLAQUES: 2-4X1-4X0-4 PT SS W/ FOUR 1"" dia. Thru holes as per template"
13629,1,57.00,DELUXE GREY BASE: 2-4X1-2X0-8 PT BRP
13661,1,124.00,CHARCOAL GREY BASE: 2-0X1-0X0-10 PT/  BRP
13732,1,293.00,GREY DIE: 1-10X0-8X2-6 ALL STEELED WITH CARVED LILLY PAINTED WHITE (AS PER DIAGRAM)
13755,1,72.25,IMPERIAL PINK COPING: 2-0X1-3X0-4 PT / ROCK PITCH OUTSIDE / SAWN INSIDE
13760,1,99.00,BLACK BASE: 2-2X1-2X0-8 PT/SB/BRP
13763,1,18.70,BLACK MARKER: 1-4X0-10X0-4 PT/ SS
13861,1,205.00,"STRAWBERRY RED SLANT: 2-0X0-10X1-6 POL3 SERP POLISHED FACE 2""TOP NOSE  AND BACK/ROCK PITCH ENDS & 3"" FRONT NOSE"
13872,1,188.00,"IMPALA BLACK BASE: 4-0X1-0X0-8 PT/ 4"" POLISHED MARGIN / BRP"
13931,1,400.00,BLACK GALAXY DIE:1-10X0-8X2-4 BOOK OF LIFE (PAGES ALSO POLISHED WITH PAGE LINES)
13932,1,127.00,BLACK GALAXY BASE:2-4X1-0X0-8 PT SB BRP
13933,1,145.00,IMPERIAL PINK BASE: 2-10X1-0X0-8 PT BRP
13934,1,299.00,IMPERIAL PINK DIE: 2-4X0-8X2-6 POL2 SERP TOP BRP
13938,1,561.00,"STRAWBERRY RED DIE: 3-6X0-8X2-6 ALL POLISHED ASIAN TOP WITH 2 (1"") DRILL HOLES FOR BALLS (AS PER DIAGRAM)"
13952,1,370.00,DELUXE GREY DIE: 2-0X0-8X2-9 POL5 SERP TOP WITH BLESSED MOTHER IN 12X14 CUSTOM SHAPE NICHE
14071,1,448.00,INDIA RED DIE: 2-8X0-8X3-0 POL 5 SERP TOP
14089,1,266.00,BAHAMA BLUE DIE: 2-2X0-8X2-6 All Pol Half Serp per template
14090,1,104.00,BAHAMA BLUE BASE: 2-8X1-0X0-6 ALL POL
14094,1,136.00,GREY DIE: 1-10X0-6X2-8 ALL POL LATIN CROSS WITH ONE BOTTOM/CENTER DOWEL HOLE PER TEMPLATE
14095,1,185.00,"GREY BASE: 4-6X1-0X1-0 POL TOP, POL FRONT, BRP WITH ONE TOP/CENTER DOWEL HOLE PER TEMPLATE"
14108,1,132.00,"BLACK SLANT: 2-0X1-0X1-0 ALL POLISHED SERP TOP 2"" TOP 3"" BOTTOM NOSE"
14110,1,548.00,INDIA RED DIE: 1-10X0-8X2-4 ALL POL SPECIAL HEART WITH RAISED CARVINGS OF ELEPHANT & SUNFLOWER PER TEMPLATE
14113,1,162.00,"CAPPACCINO BASE: 2-0X1-0X0-8 PT/ 2"" POL MRG/ BRP"
14157,1,412.00,BLACK DIE: 2-0X0-8X3-2 ALL POL WITH CUT-THRU CROSS & STIPPLED RECESS PER TEMPLATE
14174,1,1600.00,SELECT GREY WEEPING ANGEL: 4-4X1-4X4-0 ALL STEELED PER DRAWING & CLAY MODEL
14180,1,150.00,"GREY HICKEY: 3-10X1-9X0-6/0-4 PT, BRP WITH FOUR THRU DRILLHOLES PER TEMPLATE"
14219,1,530.00,BLACK LEDGER: 2-0X5-0X1-0 PT/BRP
14241,1,117.00,"INDIA RED BASE: 2-4X1-0X0-8 PT/ 2"" POL MRG (3) SIDES/ SAWN BACK/ BRP"
14323,1,392.00,BLACK DIE: 2-8X0-8X2-4 POL2 BRP TRIPLE HEART PER TEMPLATE
14365,1,221.00,"BLACK BASE: 4-6X1-2X0-6 PT/ 2"" POL MRG/ BRP"
14371,1,295.00,BLACK DIE: 1-8X0-8X3-0 POL 2 SPECIAL SHAPE (POLISHED FRONT AND BACK / BALANCE SMOOTH-AS PER DIAGRAM)
14384,1,342.00,"BLACK DIE: 2-0X0-6X3-6 ALL POLISHED CROSS WITH ONE 3/4"" DIA X 2.5"" DOWEL HOLE BOTTOM CENTER (AS PER TEMPLATE)`"
14404,1,72.00,ROYAL PINK BASE: 2-0X1-0X0-8 PT BRP
14472,1,175.00,ROYAL PINK DIE: 1-8X0-8X2-6 POL5  SERP TOP
14495,1,146.00,"BLACK SLANT: 2-0X0-10X1-4 POL 3 SERP TOP (POLISHED 2"" TOP NOSE FACE AND BACK / 3"" ROCK PITCH FRONT NOSE AND ENDS (AS PER DIAGRAM)"
14528,1,495.00,BLACK DIE: 2-0X0-10X2-4 POL 5 SERP TOP
14545,1,68.00,SHANDONG GREY DIE: 1-6X0-6X2-2 POL 2 SERP TOP ( POLISHED FRONT AND BACK / ROCK PITCH TO AND ENDS)
14552,1,116.00,CHARCOAL GREY BASE: 2-0X1-2X0-8 PT/ SB/ BRP
14591,1,125.00,"ROYAL PINK BASE: 3-0X1-0X0-8 PT/ 2"" POL MRG/BRP"
14594,1,209.00,ROYAL PINK DIE: 2-0X0-8X2-6 POL5 SERP TOP
14595,1,77.00,"ROYAL PINK BASE: 2-6X1-0X0-6 PT, BRP"
14599,1,119.00,"CATS EYE BASE: 2-2X1-2X0-8 PT, SAWN BACK, BRP"
14608,1,145.00,ROYAL PINK DIE: 1-10X0-6X2-2 POL5 SERP TOP
14609,1,122.00,ROYAL PINK DIE: 1-10X0-6X2-2 POL2 BRP SERP TOP
14665,1,364.00,BLACK DIE: 1-10X0-8X2-6 ALL POL MODEL GRU-405  (WITH ROSE AND SCROLL ETCHING) AS PER DIAGRAM/PICTURE
14686,1,344.00,"INDIA MIST BASE: 7-0X1-2X0-6 PT / 2"" POL MRG / BRP"
14740,1,477.00,BLACK DIE: 2-0X0-10X4-6 POL 2 SERP TOP ( POLISHED FRONT AND BACK / ROCK PITCH TOP AND ENDS
14847,1,239.00,BLACK DIE: 1-10X0-6X2-4 ALL POL SINGLE HEART PER TEMPLATE
14884,1,35.00,"ROYAL PINK VASE: 4"" DIA. X 10"" ALL POLISHED TURNED"
14984,1,189.00,"INDIA MIST SLANT 2-0X1-0X1-6 POL 2  SERP TOP  (POL  2"" TOP NOSE AND FACE / 3""ROCK PITCH BOTTOM NOSE/ ROCK PITCH ENDS/ SAWN BACK)"
15006,1,254.00,"INDIA MIST DIE: 1-10X0-8X2-10 ALL POL  WITH 6"" DROP PER TEMPLATE"
15010,1,594.00,BLACK GALAXY DIE: 1-10X0-8X2-4 CARVED ANGEL OVER HEART WITH RAISED ROSE AND STEM ( AS PER DIAGRAM / PICTURE)
15015,1,227.00,BLACK DIE: 1-10X0-8X2-10 POL 2 (FRONT/BACK POL) BRP  SERP TOP
15055,1,45.00,"LIGHT GREY MARKER  FOR BRONZE PLAQUES: 2-4X1-6X0-4 PT SS W/ FOUR 1"" dia. thru holes and one 6"" vasehole as per template"
15059,1,411.00,SIRA GREY DIE: 4-0X0-8X2-4 POL 5 SERP TOP
15060,1,207.00,"SIRA GREY BASE: 4-8X1-2X0-8 PT, BRP"
15110,1,41.00,ROYAL PINK MARKER: 2-0X1-2X0-4 PT/ BAL SAWN
15143,1,432.00,STRAWBERRY RED DIE: 4-0X0-8X1-10 POL5 SERP TOP
15245,1,163.00,"SELECT GREY BASE: 3-0X2-0X0-8 PT, BRP"
15265,1,330.00,STRAWBERRY RED DIE: 1-8X0-8X2-8 ALL POL SPECIAL PER TEMPLATE
15299,1,118.00,DELUXE GREY BENCH: SEAT:3-0X1-2X0-4 POL5 WITH 0-4X1-0X1-2  POL4 STRAIGHT LEGS
15300,1,424.00,BLUE PEARL DIE:1-10X0-8X2-4 ALL POL STACKED HEART PER TEMPLATE
15317,1,143.00,DELUXE GREY DIE: 1-10X0-8X2-8 POL 2 SERP TOP ( POL FRONT & BACK) ROCK PITCH ENDS AND TOP
15318,1,308.00,DELUXE GREY DIE: 3-6X0-8X3-0 POL 2 SERP TOP (POLISHED FRONT & BACK/ ROCK PITCH TOP AND ENDS)
15343,1,348.00,"STRAWBERRY RED BASE: 4-0X1-2X1-0 PT/ 2"" POL MARGIN/ BRP"
15346,1,489.00,STRAWBERRY RED DIE: 3-10X0-8X2-2 POL 5 SERP TOP
15349,1,212.00,"DARK INDIAN IMPALA SLANT: 3-0X0-10X1-4 POL2 (FACE & BACK POL) SERP TOP WITH 2"" RP TOP NOSING/3""RP BOTTOM NOSING & ENDS RP"
15350,1,112.00,"BLACK BASE: 2-0X1-0X0-10 PT BRP 4"" POL MARGIN"
15355,1,175.00,STRAWBERRY RED BASE: 4-2X0-10X0-8 PT/ BRP
15274,1,330.00,CAPPUCCINO DIE: 1-8X0-8X2-6 POL5 SERP TOP
